ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
11.07	0.00	11.07	Instrumentos musicales	Teclados electrónicos	Domótica y hogar inteligente	p187789	Caja Fuerte De Acero con Teclado Digital Y Lector De Huellas Dactilares para El Hogar, La Oficina Y Hoteles para Guardar Objetos De Valor.,Coffee-42x36x58cm
11.07	0.00	11.07	Instrumentos musicales	Teclados electrónicos	Domótica y hogar inteligente	p187791	Caja Fuerte De Acero con Teclado Digital Y Lector De Huellas Dactilares para El Hogar, La Oficina Y Hoteles para Guardar Objetos De Valor.,Gold-42x36x58cm
11.06	4.80	15.86	Componentes y accesorios de PC	Accesorios de monitor	Otros	p158022	SAIJI - Soporte ergonómico Ajustable para iPad para Cama, Soporte Kindle para Lectura en la Cama, Apto para tabletas, teléfono, Kindle, Monitor portátil, Interr
11.06	1.74	12.80	Herramientas	Escaleras	Equipo comercial	p360331	Fregadero de Cocina Independiente de Acero Inoxidable con Banco de Trabajo para Comercial, Exterior, Garaje y Lavadero
11.06	3.78	14.84	Componentes y accesorios de PC	Componentes	Laptops	p127023	Procesador Intel Core i512600kf sin controlador de graficos integrado
11.05	1.25	12.30	Herramientas	Accesorios para herramientas eléctricas	Impresión 3D	p119931	Secador de Filamento Creality 2 Bobinas con Pantalla Táctil de 4"
11.05	0.00	11.05	Herramientas	Martillos, cinceles y mazos	Cafeteras	p363592	Molinillo de hierbas comercial, molino de martillos de alimentación continua horizontal y pulverizador, 60-180 de finura de malla, 1-60 kg/h, pulverizador refri
11.04	3.76	14.81	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p146945	Wanme Cable Cargador Universal 5V USB-C para Philips Norelco, Cable de Alimentación de Repuesto Compatible con One Blade 2400, 3600, Afeitadoras QP2724 QP2834 Q
11.04	2.71	13.75	Herramientas	Escaleras	Mascotas	p301761	COMOMY - Puerta de bebé extra alta de 36 pulgadas para puertas de escaleras, se adapta a aberturas de 29.5 a 40.5 pulgadas de ancho, cierre automático, puerta d
11.04	2.71	13.75	Herramientas	Escaleras	Mascotas	p301984	COMOMY - Puerta de bebé Extra Alta de 42 Pulgadas para Puertas de escaleras, se Adapta a Aberturas de 29.5 a 43.5 Pulgadas de Ancho, Cierre automático, Puerta d
11.04	2.71	13.75	Herramientas	Escaleras	Mascotas	p307000	COMOMY - Puerta de bebé extra alta de 36 pulgadas para puertas de escaleras, se adapta a aberturas de 29.5 a 43.5 pulgadas de ancho, cierre automático, puerta d
11.03	3.51	14.54	Otros	Organización del hogar	Equipo comercial	p201253	Genérico Estante Organizador para Lavadora de 3 Niveles, Mueble para Lavandería Metálico con Barra y Ganchos, Repisas Organizadoras Blancas para Baño y Hogar
11.02	0.00	11.02	Herramientas	Seguridad industrial	Cámaras de seguridad	p282466	Cámara estéreo, LIPSedge AE400, cámara 3D, PoE, resistente IP67, duradera, aplicaciones de seguridad industrial y entorno duro, compatible con Nvidia Jetson Isa
11.02	0.00	11.02	Suplementos	Probióticos y prebióticos	Salud	p310956	Pasta dental Super ProbioticSp-8, pasta dental Sp 8, pasta dental SP-8, pasta dental SP-8, pasta dental probiótica SP8, pasta dental para cuidado de limpieza pr
11.02	0.00	11.02	Suplementos	Probióticos y prebióticos	Salud	p311012	SP-8 pasta dental probiótica, SP8 pasta dental fresca, cuidado de limpieza profunda (02)
11.02	0.00	11.02	Suplementos	Probióticos y prebióticos	Salud	p311034	Sp10 - pasta dental probiótica súper probiótica, cuidado de limpieza profunda, aliento fresco
11.01	1.76	12.78	Muebles	Escritorios de oficina	Componentes y accesorios de PC	p279900	Unidad de Disquete Externa USB Ligera y Plug and Play Compatible con Portátiles y Computadoras de Escritorio Color Negro Material Abs
11.01	5.06	16.06	Autos, bicicletas y motos	Motocicletas	Blancos y ropa de cama	p341821	Pack 6 Toallas de Microfibra Multiusos 60x40 cm – Ultra Absorbentes, Suaves y Duraderas – para Auto, Moto, Hogar, Cocina, Baño, Cabello y Mascotas – No Raya Ni 
11.00	3.31	14.31	Cámaras y fotografía	Accesorios	Cámaras de seguridad	p44549	Cámara de seguridad exterior Tapo C400 1080P con batería de 180 días
11.00	2.77	13.77	Bocinas	Bocinas Bluetooth	Refacciones	p173071	39120-SNA-A01 39120-TA0-A01 - Conjunto de altavoces de puerta delantera compatibles con Honda Civic, Accord, CRV, Odyssey, Pilot 2008-2025, reemplazar para 3912
11.00	2.66	13.66	Blancos y ropa de cama	Cortinas	Refrigeradores	p362303	Persianas enrollables Transparentes para refrigerador Abierto, Cubiertas nocturnas enrollables de plástico Transparente para congelador Comercial, Cortinas para
11.00	2.66	13.66	Blancos y ropa de cama	Cortinas	Refrigeradores	p362406	Persianas enrollables Transparentes para refrigerador Abierto, Cubiertas nocturnas enrollables de plástico Transparente para congelador Comercial, Cortinas para
11.00	2.66	13.66	Blancos y ropa de cama	Cortinas	Refrigeradores	p362537	Persianas enrollables transparentes para refrigerador abierto, cubiertas nocturnas enrollables de plástico transparente para congelador comercial, cortinas para
11.00	1.12	12.12	Componentes y accesorios de PC	Componentes	Equipo comercial	p248774	Organizador Debajo del Fregadero de 2 Niveles, Paquete de 2 Organizador de Fregadero Multiusos para Cajón de Cocina y Baño, Prueba de Óxido Organizadores de Gab
11.00	1.12	12.12	Componentes y accesorios de PC	Componentes	Equipo comercial	p248802	Organizador Debajo del Fregadero de 2 Niveles, Paquete de 2 Organizador de Fregadero Multiusos para Cajón de Cocina y Baño, Prueba de Óxido Organizadores de Gab
11.00	1.76	12.76	Muebles	Escritorios de oficina	Componentes y accesorios de PC	p283961	Unidad de Estado sólido SSD 120GB 128GB 240GB 250GB 256GB 720GB 960GB 2TB, Adecuada for computadoras de Escritorio(4TB)
11.00	1.76	12.76	Muebles	Escritorios de oficina	Componentes y accesorios de PC	p283972	Unidad de Estado sólido SSD 120GB 128GB 240GB 250GB 256GB 720GB 960GB 2TB, Adecuada for computadoras de Escritorio(4TB)
11.00	0.00	11.00	Videojuegos	Volantes, arcade y simuladores	Autos, bicicletas y motos	p250561	Interruptor de Freno de Mano, Botón Electrónico para Seguridad Vehicular, Accesorio Automotriz para Vehículos R36, for Conductores de Autos Deportivos y Familia
11.00	2.60	13.60	Autos, bicicletas y motos	Autos	Cámaras de seguridad	p257739	Tenveo Cámara 4K NDI PTZ, AI Humanoid & Face Auto-Tracking, 20X Zoom 3G-SDI/HDMI/USB3.0/LAN (PoE) Transmisión en vivo con luz de cuento y visualización IP, para
10.99	2.48	13.47	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p345093	Manta calentada, manta calentada, cobija eléctrica de felpa calentada, envoltura inalámbrica para mujer, para coche, oficina, hogar, viajes
10.99	2.48	13.47	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p345170	Manta calentada, manta calentada, cobija eléctrica de felpa calentada, envoltura inalámbrica para mujer, para coche, oficina, hogar, viajes
10.99	0.00	10.99	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p349008	Cerradura magnética eléctrica, 60kg 130LBs Fuerza de retención Cerradura electromagnética para de control de acceso de puerta, Modo NC a prueba de fallas de ele
10.98	3.81	14.80	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p354094	Yale MX89174 cerrojo argos alta seguridad cuadraddo llave por dentro y por fuera, niquel satin
10.98	1.71	12.69	Componentes y accesorios de PC	Componentes	Domótica y hogar inteligente	p279185	INTBUYING Gabinete Seco para Cámara 50L Gabinete Seco Electrónico para Almacenamiento de Lentes de Cámara con Cerradura 4 Capas Temperatura Humedad Inteligente 
10.97	4.86	15.83	Proyectores y accesorios	Otros accesorios de proyector	Monitores	p163710	1080p Full HD Adaptador VGA a HDMI, Alta Resolución VGA a HDMI Cable, Adaptador Digital Audio Line Señal Analógica para PC, Monitor y Proyector
10.97	2.16	13.12	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p147556	Mrgru - Cargador de repuesto para máquina de afeitar Panasonic, compatible con afeitadora eléctrica Panasonic con recortadora desplegable ES-WL60-G ES-WL80-V Ca
10.96	1.65	12.62	Herramientas	Seguridad industrial	Audífonos	p181244	Auriculares Con Tapón Para Los Oídos,Auriculares Para Trabajadores De La Construcción - Auriculares Multifuncionales Con Cancelación De Ruido Auriculares De Tra
10.96	3.00	13.96	Bocinas	Bocinas Bluetooth	Refacciones	p175420	Conjunto de altavoz de puerta delantera para Honda Civic 2006-2007 compatible con OEM 39120-SNA-A01 39120-TA0-A01 - Pieza de repuesto de metal ABS negro/platead
10.96	1.40	12.36	Componentes y accesorios de PC	Accesorios	Equipo comercial	p30546	Lector Escáner Codigo Barras Qr Inalámbrico Recargable Color Negro Ele-Gate
10.96	4.36	15.32	Refacciones	Refacciones para freidora de aire	Cocina y comedor	p207496	Sartén de Repuesto para Freidora de Aire, Bandeja Cuadrada Antiadherente para Platos Crujientes, Rejilla para Freidora de Aire, Piezas de Repuesto para Freidora
10.96	3.61	14.57	Componentes y accesorios de PC	Componentes	Climatización	p313579	AC Infinity HYDRONE 7, deshumidificador de plantas con control de humedad VPD, 10 niveles de secado, programación dinámica de IA de alta precisión, motor PWM de
10.96	2.16	13.11	Refacciones	Refacciones para otros electrodomésticos	Televisores	p185357	Repuesto para mando a distancia Philips TV, compatible con todos los televisores inteligentes LED de Android, LCD/HDTV/UHD (NH800UP)
10.95	0.00	10.95	Juguetes y bebés	Maquetas	Domótica y hogar inteligente	p353813	Defender Security U 9950KA - Cerradura de cajón y clóset (llave similar) - Asegura archivos y cajones importantes, 1-3/8 pulgadas, acero inoxidable fundido a pr
10.95	0.00	10.95	Refacciones	Refacciones para otros electrodomésticos	Bocinas	p260843	6 x Motorola RMM2050 - Radio de 2 vías (RMM2050) + cargador de banco Motorola 6 + 6 x micrófono de altavoz remoto HKLN4606 - Paquete de 6 micrófonos con paquete
10.95	5.27	16.22	Aspiradoras	Accesorios	Cargadores y adaptadores	p147435	Cargador de aspiradora – 26 V 800 mAh adaptador de corriente DC 5.5 x 2.5 mm cable de carga 6.5 pies
10.95	0.00	10.95	Salud	Salud	Joyería y bisutería	p33844	Perfume Hombre Tommy Hilfiger Tommy Impact Together 100 Ml
10.95	0.00	10.95	Salud	Salud	Joyería y bisutería	p33845	Tommy Hilfiger Tommy Eau de toilette 100 ml para hombre
10.94	0.00	10.94	Refacciones	Carrocería, espejos y molduras	Decoración de hogar y jardín	p112293	Espejo redondo aluminio cromo cafe racer
10.94	0.00	10.94	Refacciones	Faros y luces	Iluminación	p109831	Barra de luz LED Nilight 10 cm Blanco/Ámbar 3 modos
10.93	0.00	10.93	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353574	Cerradura de Seguridad Inoxidable Duradera Antirrobo Puerta de Acero
10.93	3.65	14.58	Herramientas	Baterías y cargadores de herramienta	Cargadores y adaptadores	p152946	Inversor de potencia de 180 W para Craftsman 20V, inversor de batería de CC 20 V a CA 110-120 V, adaptador de carga de fuente de alimentación portátil alimentad
10.92	4.12	15.04	Componentes y accesorios de PC	Componentes	Autos, bicicletas y motos	p151066	Compresor de aire portátil para inflador de neumáticos, 2 veces más rápido, 21 V, batería recargable, 160 PSI, doble fuente de alimentación, bomba de aire para 
10.92	3.83	14.75	Otros	Varios	Cargadores y adaptadores	p32921	Estación de Carga Múltiple Dock5 5 Puertos + Pad Inalámbrico
10.91	0.00	10.91	Cámaras y fotografía	Accesorios	Baterías portátiles	p155291	NP-6L Battery,Micargador de batería portátil NP-6L con luz indicadora Cable de Carga USB
10.91	5.38	16.29	Autos, bicicletas y motos	Tweeters	Bocinas	p175173	Mugast Tweeter Speaker, 2Pcs 30W 6Ω Altavoz Magnético de Alta Fidelidad Black Lightweight Silk Film Dome Tweeter Agudos Agudos como Súper Agudos en Altavoces Gr
10.91	0.00	10.91	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353787	Cerradura de barril de puerta Cilindro Cerradura de barril, Cerradura de cilindro Cilindro de puerta Cerradura sesgada Cerradura de puerta de latón Núcleo alarg
10.91	0.00	10.91	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353796	Cerradura de barril de puerta Cilindro Cerradura de barril, Cerradura de cilindro Cilindro de puerta Cerradura sesgada Cerradura de puerta de latón Núcleo alarg
10.91	0.00	10.91	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353797	Cerradura de barril de puerta Cilindro Cerradura de barril, Cerradura de cilindro Cilindro de puerta Cerradura sesgada Cerradura de puerta de latón Núcleo alarg
10.91	0.00	10.91	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353800	Cerradura de barril de puerta Cilindro Cerradura de barril, Cerradura de cilindro Cilindro de puerta Cerradura sesgada Cerradura de puerta de latón Núcleo alarg
10.91	4.19	15.10	Bocinas	Bocinas Bluetooth	Monitores	p165565	LG 24MS550-B 61 cm IPS FHD (1920 x 1080) 100 Hz 5 ms Modo de Lectura inclinable/Soporte Ajustable en Altura, Altavoz Integrado, diseño sin Bordes, Control OnScr
10.91	3.59	14.50	Muebles	Burós	Domótica y hogar inteligente	p356445	Reloj Despertador Digital y función de luz Nocturna Pantalla de Inteligente Iluminación para Mujeres Niños Mesita de Noche Alarma con luz Nocturna
10.91	1.21	12.11	Autos, bicicletas y motos	Subwoofers para auto	Bocinas	p114926	Cajon Subwoofer Amplificado 12puLG Spl Alta Presión Steelpro
10.91	2.85	13.75	Laptops	Ultraligeras (13" y 14")	Bocinas	p173985	Kuryakyn 2721 MTX WanderBar - Barra de Sonido de Motocicleta Resistente a la Intemperie: Altavoces de Audio portátiles con Bluetooth, luz de Tarea de 100 lúmene
10.90	0.00	10.90	Videojuegos	Juegos PS5	Almacenamiento	p234840	BD-ROM - Disco activador para firmware PS5 10.20-12.00 | Unidad Tinker premium para mantenimiento del sistema de reproductor de Blu-ray, no requiere USB/PC, her
10.90	0.00	10.90	Videojuegos	Juegos PS5	Almacenamiento	p234936	BD-ROM - Disco activador para firmware PS5 10.20-12.00 | Unidad Tinker premium para mantenimiento del sistema de reproductor de Blu-ray, no requiere USB/PC, her
10.90	4.90	15.80	Herramientas	Escaleras	Deportes y fitness	p325096	Kit de Entrenamiento para Futbol de 31 Piezas, Equipo de Escalera de Agilidad 6 Metros 12 Escalones, con 12 Conos y Conos Discos, Una Bolsa de Almacenamiento y 
10.90	5.24	16.15	Autos, bicicletas y motos	Autos	Climatización	p312284	Aire Acondicionado Silencioso de 12V, 12 Volt CC Aire Acondicionado Split Mini AC Unidad para Aparcamiento de Camiones, Enfriamiento Rápido Alta Eficiencia para
10.90	5.25	16.15	Componentes y accesorios de PC	Componentes	Cargadores y adaptadores	p235776	Regleta Tira de Energía Empotrado Oculto Montado 3 Tomas de Tierra Salida 2 USB con Interruptor 3 Metros de Cable de Alimentación para Escritorio Mesa de Confer
10.89	1.61	12.51	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p354786	Schlage Camelot Cerradura de seguridad táctil, Camelot, Cromo satinado
10.89	1.61	12.50	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p163747	CableLeader IEC320 C13 a NEMA 5-15P 1.2m 14AWG a NEMA 5-15P Cable de extensión de cable de alimentación universal Compatible con computadoras, monitores, impres
10.89	1.31	12.20	Instrumentos musicales	Baterías electrónicas	Herramientas	p154406	Tijeras De Podar Eléctricas, Tijeras De Podar Inalámbricas, Batería De 2 Piezas, Tijeras De Podar Portátiles, Tijeras De Jardinería, Cabezal De Corte Sk5, Diáme
10.89	4.42	15.31	Herramientas	Material eléctrico	Cargadores y adaptadores	p351059	Enchufe USB, Receptáculo Eléctrico de 3 Puertos USB Tipo C, Enchufe de 15 Amperios Resistente a Manipulaciones, Enchufe de Carga USB de 6.0A, Incluye Placa de P
10.89	1.83	12.72	Belleza y cuidado personal	Cuidado personal	Salud	p103760	Estuche rígido Tourmate para irrigador dental de agua SYNHOPE y Enpuly
10.88	2.80	13.69	Bocinas	Mini bocinas y de llavero	Blancos y ropa de cama	p177881	Colchón híbrido de tamaño completo de 14 pulgadas para alivio de la presión, gel de enfriamiento, espuma viscoelástica y bocinas de bolsillo, sin fibra de vidri
10.88	0.00	10.88	Suplementos	Probióticos y prebióticos	Salud	p309715	2Pcs Sp-6 Whitening Toothpaste, Sp-6 Probiotic Whitening Toothpaste, Pasta de dientes para el cuidado de la limpieza profunda, aliento fresco 120 g
10.87	3.98	14.86	Componentes y accesorios de PC	Componentes	Cargadores y adaptadores	p185032	Cable de interruptor de encendido y apagado USB, paquete de 2 unidades de 3 pies, 2A de carga de 480 Mbps, cable de extensión de alimentación tipo A 2.0 con enc
10.87	3.11	13.99	Herramientas	Escaleras	Mascotas	p306997	Puerta de bebé extra ancha, 52.7-57.5 pulgadas, gran paso, metal blanco, montado a presión, puerta larga de seguridad para perros para puertas de casa y escaler
10.87	0.00	10.87	Instrumentos musicales	Tornamesas	Bocinas	p42671	Tocadiscos Victrola Journey Glow con Luces RGB y Bluetooth
10.87	1.47	12.34	Componentes y accesorios de PC	Componentes	Deportes y fitness	p254257	ERGOLIFE Bicicleta estática de resistencia magnética de aire, ventilador estacionario con aplicación exclusiva, 8 resistencias para ciclismo en interiores con c
10.87	0.00	10.87	Refacciones	Refacciones para lavadora y secadora	Lavadoras	p201412	VEVOR - Encimera de lavadora y secadora de 2 cajones con estante, encimera de madera de 54 x 27 pulgadas con 2 ganchos y paneles de empalme, tapa de lavadora y 
